Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
201000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,20.0,11,Cosmetic
201000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,22.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,23.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,23.0,11,Cosmetic
186000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,24.0,11,Cosmetic
205000,New building,Депо,19.0,Moscow,0.0,28.68,18.6,9.0,2.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,5.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,6.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,7.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,8.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,9.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,9.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,11.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,11.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,13.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,13.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,13.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,14.0,11,Cosmetic
204000,New building,Депо,19.0,Moscow,0.0,28.68,18.6,9.0,14.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,14.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,14.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,15.0,11,Cosmetic
195000,New building,Депо,19.0,Moscow,1.0,38.64,16.0,10.0,2.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,2.0,11,Cosmetic
195000,New building,Депо,19.0,Moscow,1.0,38.52,16.0,10.0,3.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,4.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,5.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,6.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,7.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,8.0,11,Cosmetic
195000,New building,Депо,19.0,Moscow,1.0,38.52,16.0,10.0,9.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,9.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,38.52,16.0,10.0,15.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,4.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,10.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,12.0,11,Cosmetic
201000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,16.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,17.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,17.0,11,Cosmetic
181000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,18.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,19.0,11,Cosmetic
213000,New building,Депо,19.0,Moscow,0.0,27.85,17.9,8.9,20.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,20.0,11,Cosmetic
201000,New building,Депо,19.0,Moscow,1.0,46.17,14.2,18.7,22.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,23.0,11,Cosmetic
181000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,24.0,11,Cosmetic
195000,New building,Депо,19.0,Moscow,1.0,36.9,14.0,11.2,2.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,2.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,4.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,5.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,6.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,7.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,8.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,10.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,10.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,11.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,12.0,11,Cosmetic
197000,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,12.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.95,17.3,12.0,13.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.08,14.0,18.5,15.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,43.21,13.9,18.1,12.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,61.64,28.5,16.7,4.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.25,24.8,17.9,4.0,11,Cosmetic
170000,New building,Депо,19.0,Moscow,3.0,71.4,43.2,10.0,4.0,11,Cosmetic
181000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,6.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,61.64,28.5,16.7,8.0,11,Cosmetic
172000,New building,Депо,19.0,Moscow,2.0,63.25,24.8,17.9,8.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,55.85,31.1,9.0,8.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,61.64,28.5,16.7,12.0,11,Cosmetic
174000,New building,Депо,19.0,Moscow,2.0,63.25,24.8,17.9,12.0,11,Cosmetic
181000,New building,Депо,19.0,Moscow,2.0,55.85,31.1,9.0,12.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,61.64,28.5,16.7,14.0,11,Cosmetic
183000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,14.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,62.41,32.7,10.7,2.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,62.41,32.7,10.7,6.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,6.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,62.41,32.7,10.7,10.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,12.0,11,Cosmetic
174000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,14.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,69.71,28.0,22.3,2.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,59.48,28.0,12.3,2.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,70.07,32.3,14.5,2.0,11,Cosmetic
168000,New building,Депо,19.0,Moscow,3.0,89.7,53.7,13.6,4.0,11,Cosmetic
172000,New building,Депо,19.0,Moscow,2.0,69.71,28.0,22.3,4.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,59.48,28.0,12.3,12.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,70.07,32.3,14.5,12.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,59.48,28.0,12.3,14.0,11,Cosmetic
168000,New building,Депо,19.0,Moscow,3.0,87.23,51.8,15.3,2.0,11,Cosmetic
164000,New building,Депо,19.0,Moscow,3.0,81.0,52.4,9.3,6.0,11,Cosmetic
164000,New building,Депо,19.0,Moscow,3.0,81.0,52.4,9.3,10.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.65,24.8,17.9,2.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,67.2,36.1,10.5,2.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.65,24.8,17.9,4.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,67.2,36.1,10.5,4.0,11,Cosmetic
181000,New building,Депо,19.0,Moscow,2.0,56.31,31.2,9.0,6.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,8.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,67.2,36.1,10.5,8.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,60.49,27.6,16.7,8.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,10.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,67.35,34.1,14.2,14.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,63.65,24.8,17.9,14.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,67.2,36.1,10.5,14.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,60.49,27.6,16.7,14.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,62.41,32.7,10.7,4.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,4.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,6.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,8.0,11,Cosmetic
176000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,10.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,62.41,32.7,10.7,12.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,12.0,11,Cosmetic
172000,New building,Депо,19.0,Moscow,2.0,60.29,28.5,16.3,4.0,11,Cosmetic
178000,New building,Депо,19.0,Moscow,2.0,60.29,28.5,16.3,12.0,11,Cosmetic
156118,New building,Алма-Атинская,36.0,Moscow region,1.0,23.7,14.1,4.0,6.0,16,Cosmetic
114785,New building,Красногвардейская,11.0,Moscow region,4.0,75.2,50.2,5.0,11.0,20,Cosmetic
216667,New building,Варшавская,16.0,Moscow,3.0,90.0,47.6,14.1,6.0,15,European-style renovation
228927,New building,Котельники,17.0,Moscow region,0.0,23.3,11.1,6.0,22.0,17,Cosmetic
297980,New building,Котельники,30.0,Moscow region,1.0,19.8,14.0,3.0,9.0,17,Cosmetic
140845,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,19.5,10.0,7.0,20,Cosmetic
266129,New building,Варшавская,16.0,Moscow,3.0,62.0,30.2,18.5,6.0,15,Cosmetic
224500,New building,Курьяново,7.0,Moscow,4.0,106.8,67.0,12.5,3.0,25,European-style renovation
224200,New building,Депо,13.0,Moscow,1.0,33.9,15.6,10.5,11.0,11,Cosmetic
232800,New building,Депо,13.0,Moscow,2.0,32.1,19.2,3.8,11.0,11,Cosmetic
200200,New building,Депо,13.0,Moscow,1.0,43.1,15.9,16.6,12.0,11,Cosmetic
194900,New building,Депо,13.0,Moscow,2.0,54.7,23.5,19.4,15.0,11,Cosmetic
199300,New building,Перерва,4.0,Moscow,2.0,58.2,30.4,12.3,6.0,23,Cosmetic
162384,New building,Красногвардейская,11.0,Moscow region,0.0,22.9,14.9,8.5,16.0,20,Cosmetic
125929,New building,Красногвардейская,11.0,Moscow region,3.0,59.87,38.3,6.4,12.0,20,Cosmetic
160000,New building,Битца,12.0,Moscow region,1.0,34.1,10.3,11.7,3.0,9,Cosmetic
197300,New building,Котельники,3.0,Moscow region,2.0,35.8,10.2,17.0,11.0,17,Cosmetic
164045,New building,Домодедовская,5.0,Moscow region,1.0,44.5,18.5,10.8,7.0,15,Cosmetic
114263,New building,Красногвардейская,14.0,Moscow region,0.0,23.75,14.1,8.6,7.0,20,Cosmetic
129000,New building,Котельники,9.0,Moscow region,2.0,60.29,29.0,14.0,3.0,17,Cosmetic
189038,New building,Красногвардейская,16.0,Moscow region,0.0,21.94,10.7,3.8,9.0,20,Cosmetic
152359,New building,Красногвардейская,16.0,Moscow region,3.0,51.1,33.1,6.4,16.0,20,Cosmetic
146000,New building,Котельники,8.0,Moscow region,2.0,51.92,23.0,10.9,11.0,17,Cosmetic
169582,New building,Зябликово,7.0,Moscow region,2.0,54.2,29.5,11.1,16.0,14,Cosmetic
146914,New building,Жулебино,14.0,Moscow region,3.0,56.85,37.8,5.5,16.0,14,Cosmetic
130302,New building,Красногвардейская,11.0,Moscow region,2.0,39.84,26.3,5.0,8.0,20,Cosmetic
146020,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,4.0,20,Cosmetic
146230,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,7.0,20,Cosmetic
145415,New building,Зябликово,7.0,Moscow region,3.0,68.4,36.7,12.3,9.0,14,Cosmetic
107338,New building,Битца,12.0,Moscow region,2.0,69.5,37.3,12.4,11.0,9,Cosmetic
138550,New building,Красногвардейская,5.0,Moscow region,2.0,52.5,28.7,11.0,7.0,20,Cosmetic
172000,New building,Котельники,9.0,Moscow region,1.0,40.2,15.7,13.4,5.0,17,Cosmetic
132618,New building,Красногвардейская,16.0,Moscow region,2.0,35.31,24.2,3.0,17.0,20,Cosmetic
139647,New building,Красногвардейская,11.0,Moscow region,2.0,39.84,26.3,5.0,10.0,20,Cosmetic
197800,New building,Котельники,3.0,Moscow region,2.0,39.4,23.4,7.4,6.0,17,Cosmetic
176500,New building,Котельники,3.0,Moscow region,1.0,44.7,12.2,22.3,6.0,17,Cosmetic
114949,New building,Красногвардейская,16.0,Moscow region,3.0,58.17,39.4,5.5,6.0,20,Cosmetic
155248,New building,Красногвардейская,11.0,Moscow region,0.0,25.38,16.1,8.7,8.0,20,Cosmetic
133311,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,10.0,20,Cosmetic
133116,New building,Красногвардейская,11.0,Moscow region,2.0,47.4,29.1,9.2,13.0,20,Cosmetic
175866,New building,Красногвардейская,16.0,Moscow region,0.0,21.31,10.7,3.8,3.0,20,Cosmetic
119534,New building,Красногвардейская,16.0,Moscow region,3.0,61.63,35.4,5.8,7.0,20,Cosmetic
139030,New building,Жулебино,13.0,Moscow region,2.0,54.6,31.2,9.9,14.0,14,Cosmetic
179863,New building,Красногвардейская,11.0,Moscow region,0.0,25.38,16.1,8.7,12.0,20,Cosmetic
142886,New building,Жулебино,14.0,Moscow region,3.0,56.19,37.5,5.4,14.0,14,Cosmetic
154545,New building,Кантемировская,30.0,Moscow region,2.0,44.0,24.4,17.6,13.0,14,Cosmetic
231668,New building,Варшавская,6.0,Moscow,3.0,87.9,46.6,13.9,7.0,15,European-style renovation
233971,New building,Варшавская,6.0,Moscow,2.0,44.45,24.6,10.3,6.0,15,Cosmetic
215924,New building,Варшавская,6.0,Moscow,4.0,88.92,47.1,14.0,3.0,15,European-style renovation
243655,New building,Жулебино,5.0,Moscow region,1.0,19.7,12.1,5.1,20.0,14,Cosmetic
116000,New building,Котельники,9.0,Moscow region,3.0,74.8,39.9,12.8,3.0,17,Cosmetic
160000,New building,Котельники,10.0,Moscow region,1.0,37.3,15.0,10.0,8.0,17,Cosmetic
119000,New building,Котельники,10.0,Moscow region,3.0,79.64,44.0,16.0,12.0,17,Cosmetic
167000,New building,Котельники,10.0,Moscow region,1.0,34.28,12.0,10.0,12.0,17,Cosmetic
159000,New building,Котельники,10.0,Moscow region,1.0,34.28,12.0,10.0,14.0,17,Cosmetic
165000,New building,Котельники,10.0,Moscow region,1.0,34.28,12.0,10.0,19.0,17,Cosmetic
136000,New building,Котельники,10.0,Moscow region,2.0,53.43,24.0,18.0,10.0,17,Cosmetic
158000,New building,Котельники,10.0,Moscow region,1.0,35.29,14.0,10.0,18.0,17,Cosmetic
132000,New building,Котельники,10.0,Moscow region,2.0,59.48,29.0,14.0,3.0,17,Cosmetic
134000,New building,Котельники,10.0,Moscow region,2.0,57.46,25.0,16.0,10.0,17,Cosmetic
153000,New building,Котельники,10.0,Moscow region,0.0,28.23,17.0,5.0,3.0,17,Cosmetic
129000,New building,Котельники,9.0,Moscow region,2.0,61.31,28.0,13.0,8.0,17,Cosmetic
127000,New building,Котельники,9.0,Moscow region,2.0,58.24,26.0,16.0,10.0,17,Cosmetic
140000,New building,Котельники,9.0,Moscow region,2.0,58.24,26.0,16.0,22.0,17,Cosmetic
126000,New building,Котельники,9.0,Moscow region,3.0,76.64,41.0,16.0,7.0,17,Cosmetic
179881,New building,Жулебино,14.0,Moscow region,1.0,31.71,14.1,10.0,14.0,14,Cosmetic
180139,New building,Жулебино,14.0,Moscow region,1.0,31.71,14.1,10.0,15.0,14,Cosmetic
116745,New building,Жулебино,14.0,Moscow region,4.0,71.69,51.5,5.3,8.0,14,Cosmetic
142144,New building,Котельники,8.0,Moscow region,1.0,42.34,14.9,11.8,12.0,17,Cosmetic
136196,New building,Котельники,8.0,Moscow region,1.0,44.07,17.6,12.4,10.0,17,Cosmetic
137927,New building,Котельники,8.0,Moscow region,1.0,44.07,17.6,12.4,12.0,17,Cosmetic
121939,New building,Котельники,8.0,Moscow region,1.0,44.15,17.0,11.0,12.0,17,Cosmetic
118402,New building,Котельники,9.0,Moscow region,1.0,44.18,16.0,11.5,2.0,17,Cosmetic
132949,New building,Котельники,9.0,Moscow region,1.0,44.15,17.0,11.0,12.0,17,Cosmetic
141307,New building,Котельники,8.0,Moscow region,1.0,42.31,14.9,11.8,10.0,17,Cosmetic
105630,New building,Котельники,8.0,Moscow region,2.0,75.0,38.9,12.1,10.0,17,Cosmetic
137638,New building,Котельники,8.0,Moscow region,1.0,44.18,17.0,11.0,10.0,17,Cosmetic
133498,New building,Котельники,8.0,Moscow region,1.0,44.14,17.7,12.5,2.0,17,Cosmetic
100706,New building,Котельники,9.0,Moscow region,3.0,85.72,52.5,9.8,12.0,17,Cosmetic
135676,New building,Котельники,8.0,Moscow region,1.0,44.18,17.0,11.0,4.0,17,Cosmetic
111042,New building,Котельники,8.0,Moscow region,3.0,87.33,52.5,10.7,1.0,17,Cosmetic
105158,New building,Котельники,9.0,Moscow region,3.0,85.72,52.5,9.8,4.0,17,Cosmetic
142168,New building,Котельники,8.0,Moscow region,1.0,42.34,14.9,11.8,12.0,17,Cosmetic
111513,New building,Котельники,8.0,Moscow region,2.0,75.01,38.9,12.1,9.0,17,Cosmetic
107922,New building,Котельники,8.0,Moscow region,2.0,75.0,38.9,12.1,12.0,17,Cosmetic
141267,New building,Котельники,8.0,Moscow region,1.0,42.34,14.9,11.8,10.0,17,Cosmetic
111783,New building,Котельники,8.0,Moscow region,2.0,75.0,38.9,12.1,8.0,17,Cosmetic
111243,New building,Котельники,8.0,Moscow region,2.0,75.0,38.9,12.1,6.0,17,Cosmetic
137424,New building,Котельники,8.0,Moscow region,1.0,44.07,17.6,12.4,12.0,17,Cosmetic
140057,New building,Котельники,8.0,Moscow region,1.0,43.85,17.6,12.3,8.0,17,Cosmetic
138402,New building,Котельники,8.0,Moscow region,1.0,44.2,17.6,12.5,4.0,17,Cosmetic
140658,New building,Котельники,8.0,Moscow region,1.0,44.33,16.0,11.0,12.0,17,Cosmetic
124600,New building,Котельники,8.0,Moscow region,2.0,56.42,32.3,5.0,11.0,17,Cosmetic
140450,New building,Котельники,8.0,Moscow region,1.0,43.94,17.6,11.8,10.0,17,Cosmetic
133199,New building,Котельники,8.0,Moscow region,1.0,42.91,16.0,12.0,1.0,17,Cosmetic
137395,New building,Котельники,8.0,Moscow region,1.0,44.18,17.0,11.0,8.0,17,Cosmetic
138387,New building,Котельники,8.0,Moscow region,1.0,44.32,17.6,12.6,11.0,17,Cosmetic
133312,New building,Котельники,8.0,Moscow region,1.0,42.93,16.0,12.0,1.0,17,Cosmetic
140593,New building,Котельники,8.0,Moscow region,1.0,43.94,17.6,11.8,10.0,17,Cosmetic
121023,New building,Котельники,8.0,Moscow region,2.0,55.55,32.7,5.0,2.0,17,Cosmetic
123093,New building,Котельники,8.0,Moscow region,2.0,56.51,32.3,5.0,11.0,17,Cosmetic
139167,New building,Котельники,8.0,Moscow region,1.0,44.22,16.0,12.0,10.0,17,Cosmetic
132802,New building,Котельники,8.0,Moscow region,1.0,43.01,16.0,12.0,1.0,17,Cosmetic
138679,New building,Котельники,8.0,Moscow region,1.0,44.2,17.6,12.5,4.0,17,Cosmetic
126827,New building,Котельники,8.0,Moscow region,2.0,54.32,32.5,5.0,9.0,17,Cosmetic
137791,New building,Котельники,8.0,Moscow region,1.0,44.52,15.8,13.5,10.0,17,Cosmetic
