Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
459418,Secondary,Марксистская,11.0,Moscow,3.0,65.3,39.5,8.3,4.0,12,European-style renovation
327103,Secondary,Дубровка,12.0,Moscow,3.0,74.9,50.0,12.0,3.0,6,Cosmetic
237937,Secondary,Рязанский проспект,8.0,Moscow,3.0,63.0,34.0,9.0,3.0,12,Without renovation
514019,Secondary,Раменки,9.0,Moscow,3.0,107.0,52.0,22.0,8.0,28,Without renovation
218750,Secondary,Яхромская,19.0,Moscow,3.0,64.0,46.0,7.8,3.0,16,Without renovation
282155,Secondary,Трикотажная,23.0,Moscow,3.0,58.0,31.5,11.4,5.0,9,Cosmetic
326667,Secondary,Народное Ополчение,12.0,Moscow,3.0,75.0,55.0,9.0,4.0,17,European-style renovation
306667,Secondary,Окская,15.0,Moscow,3.0,75.0,45.0,10.0,9.0,30,European-style renovation
343077,Secondary,Минская,29.0,Moscow,3.0,65.0,45.0,9.0,6.0,12,Cosmetic
570819,Secondary,Белорусская,7.0,Moscow,3.0,86.7,46.0,8.0,8.0,15,Without renovation
463065,Secondary,Шаболовская,8.0,Moscow,3.0,90.7,70.0,7.0,8.0,20,Designer
744444,Secondary,Деловой центр,1.0,Moscow,3.0,180.0,93.1,70.0,74.0,97,Without renovation
318750,Secondary,Беговая,12.0,Moscow,3.0,80.0,44.0,20.0,3.0,10,Without renovation
533898,Secondary,Юго-Западная,13.0,Moscow,3.0,118.0,71.5,25.0,6.0,24,Designer
800000,Secondary,Смоленская,10.0,Moscow,3.0,121.2,70.7,15.0,8.0,16,Without renovation
225369,Secondary,Лухмановская,10.0,Moscow,3.0,81.2,52.1,10.7,2.0,12,Cosmetic
913706,Secondary,Смоленская,6.0,Moscow,3.0,98.5,51.9,14.8,3.0,4,Designer
301674,Secondary,Угрешская,8.0,Moscow,3.0,89.0,48.0,12.5,9.0,30,Without renovation
432432,Secondary,Достоевская,6.0,Moscow,3.0,74.0,51.7,8.0,15.0,15,European-style renovation
247619,Secondary,Щелковская,15.0,Moscow,3.0,84.0,44.6,13.6,10.0,17,European-style renovation
437438,Secondary,Цветной бульвар,7.0,Moscow,3.0,160.0,110.0,25.0,3.0,9,Designer
240964,Secondary,Озёрная,21.0,Moscow,3.0,66.4,38.0,12.0,2.0,5,Cosmetic
514925,Secondary,Шелепиха,6.0,Moscow,3.0,67.0,38.6,10.0,26.0,51,European-style renovation
240947,Secondary,Юго-Восточная,15.0,Moscow,3.0,58.1,42.0,6.5,7.0,9,European-style renovation
548780,Secondary,Аэропорт,14.0,Moscow,3.0,82.0,66.0,10.0,15.0,37,Without renovation
486111,Secondary,Фили,15.0,Moscow,3.0,72.0,38.5,12.6,17.0,25,Designer
242912,Secondary,Братиславская,18.0,Moscow,3.0,77.6,41.4,9.0,16.0,16,Cosmetic
378571,Secondary,Люблино,18.0,Moscow,3.0,70.0,50.0,15.0,9.0,17,European-style renovation
386642,Secondary,Аминьевская,5.0,Moscow,3.0,94.4,49.9,12.0,32.0,42,Without renovation
456376,Secondary,Фили,6.0,Moscow,3.0,74.5,52.0,8.0,35.0,42,Without renovation
758929,Secondary,Лужники,11.0,Moscow,3.0,112.0,80.0,12.0,3.0,6,Without renovation
694565,Secondary,Минская,33.0,Moscow,3.0,92.0,63.0,15.5,10.0,17,Designer
333787,Secondary,Славянский бульвар,10.0,Moscow,3.0,73.4,44.3,10.0,6.0,24,Cosmetic
1153846,Secondary,Кропоткинская,10.0,Moscow,3.0,130.0,63.0,20.0,2.0,5,Without renovation
656000,Secondary,Краснопресненская,6.0,Moscow,3.0,125.0,110.0,10.0,7.0,12,Designer
288299,Secondary,Верхние Лихоборы,7.0,Moscow,3.0,82.9,50.3,10.9,2.0,17,European-style renovation
472603,Secondary,Автозаводская,21.0,Moscow,3.0,73.0,35.0,12.9,6.0,32,Without renovation
472603,Secondary,Автозаводская,21.0,Moscow,3.0,73.0,35.0,12.9,10.0,32,Without renovation
245045,Secondary,Отрадное,12.0,Moscow,3.0,55.5,35.5,6.5,6.0,9,European-style renovation
583174,Secondary,Тверская,7.0,Moscow,3.0,52.3,34.0,8.7,1.0,6,Without renovation
233317,Secondary,Щелковская,15.0,Moscow,3.0,60.0,39.0,6.0,3.0,9,Cosmetic
235000,Secondary,Волжская,11.0,Moscow,3.0,80.0,50.5,12.0,4.0,5,European-style renovation
396104,Secondary,Профсоюзная,7.0,Moscow,3.0,77.0,51.1,9.7,7.0,9,European-style renovation
346821,Secondary,Ломоносовский проспект,15.0,Moscow,3.0,69.2,47.5,8.0,7.0,8,European-style renovation
318667,Secondary,Верхние Лихоборы,6.0,Moscow,3.0,75.0,54.0,10.2,8.0,17,Designer
268414,Secondary,Красный Балтиец,17.0,Moscow,3.0,80.1,52.0,8.2,2.0,5,Cosmetic
213262,Secondary,Покровское,29.0,Moscow,3.0,65.6,43.1,11.9,8.0,12,Cosmetic
222503,Secondary,Москворечье,16.0,Moscow,3.0,75.5,44.8,10.0,4.0,17,Cosmetic
836551,Secondary,Киевская,6.0,Moscow,3.0,77.7,50.0,10.0,14.0,14,European-style renovation
225505,Secondary,Курьяново,12.0,Moscow,3.0,64.3,34.6,6.7,3.0,12,Cosmetic
261780,Secondary,Народное Ополчение,6.0,Moscow,3.0,57.3,39.0,7.0,1.0,5,Cosmetic
469729,Secondary,Белорусская,10.0,Moscow,3.0,95.8,70.5,19.5,2.0,8,European-style renovation
309239,Secondary,Первомайская,8.0,Moscow,3.0,184.0,66.0,21.0,9.0,19,European-style renovation
245283,Secondary,Новогиреево,12.0,Moscow,3.0,58.3,43.4,6.0,3.0,9,Cosmetic
444444,Secondary,Аминьевская,14.0,Moscow,3.0,72.0,46.2,6.0,18.0,42,Without renovation
704453,Secondary,Белорусская,11.0,Moscow,3.0,123.5,81.0,12.3,4.0,18,European-style renovation
955943,Secondary,Театральная,6.0,Moscow,3.0,120.3,63.0,16.6,2.0,7,European-style renovation
1135135,Secondary,Смоленская,6.0,Moscow,3.0,185.0,95.7,21.9,13.0,16,European-style renovation
1362305,Secondary,Студенческая,9.0,Moscow,3.0,109.8,57.6,15.7,7.0,8,Designer
401506,Secondary,Университет,12.0,Moscow,3.0,79.7,53.3,9.0,7.0,9,Cosmetic
461538,Secondary,Кунцевская,8.0,Moscow,3.0,130.0,80.0,20.0,11.0,26,Designer
388715,Secondary,Аминьевская,15.0,Moscow,3.0,63.8,34.3,10.0,25.0,41,Without renovation
481100,Secondary,Цветной бульвар,7.0,Moscow,3.0,116.4,71.0,20.0,9.0,9,European-style renovation
193419,Secondary,Щербинка,29.0,Moscow,3.0,77.5,41.0,11.0,5.0,22,European-style renovation
335274,Secondary,Площадь Ильича,8.0,Moscow,3.0,69.4,42.5,9.0,2.0,16,Without renovation
402878,Secondary,Октябрьское поле,10.0,Moscow,3.0,69.5,45.4,11.0,7.0,18,European-style renovation
654876,Secondary,Маяковская,6.0,Moscow,3.0,68.7,42.2,9.1,3.0,5,Without renovation
382294,Secondary,Сокольники,21.0,Moscow,3.0,99.4,52.4,15.7,14.0,21,European-style renovation
321045,Secondary,Алексеевская,5.0,Moscow,3.0,65.1,46.9,8.0,5.0,16,Cosmetic
394444,Secondary,Давыдково,16.0,Moscow,3.0,90.0,58.0,15.0,1.0,5,European-style renovation
937500,Secondary,Профсоюзная,17.0,Moscow,3.0,160.0,113.2,14.0,7.0,13,Designer
340909,Secondary,Октябрьское поле,25.0,Moscow,3.0,74.8,46.0,10.3,15.0,16,Cosmetic
337647,Secondary,Солнцево,8.0,Moscow,3.0,85.0,65.0,13.0,11.0,17,European-style renovation
304878,Secondary,Савеловская,17.0,Moscow,3.0,65.6,47.9,8.9,1.0,5,European-style renovation
572471,Secondary,Пушкинская,7.0,Moscow,3.0,95.9,53.9,13.8,8.0,14,Cosmetic
261299,Secondary,Рязанский проспект,11.0,Moscow,3.0,70.8,43.5,12.0,3.0,23,European-style renovation
256410,Secondary,Красногвардейская,12.0,Moscow,3.0,78.0,41.6,13.1,2.0,18,European-style renovation
450882,Secondary,Тульская,29.0,Moscow,3.0,79.4,48.0,7.3,15.0,16,Without renovation
290405,Secondary,Измайловская,18.0,Moscow,3.0,74.0,48.0,9.4,3.0,5,European-style renovation
204883,Secondary,Улица Дмитриевского,17.0,Moscow,3.0,51.2,33.5,8.0,7.0,9,Cosmetic
558931,Secondary,Дмитровская,11.0,Moscow,3.0,82.3,40.0,35.0,19.0,20,Designer
334542,Secondary,Давыдково,20.0,Moscow,3.0,110.3,66.6,14.6,16.0,30,Without renovation
297858,Secondary,Депо,14.0,Moscow,3.0,74.7,36.0,10.0,11.0,17,European-style renovation
313464,Secondary,Тушинская,12.0,Moscow,3.0,97.3,54.7,16.0,16.0,21,Without renovation
1494845,Secondary,Спортивная,11.0,Moscow,3.0,97.0,51.2,18.0,7.0,14,Designer
477707,Secondary,Улица 1905 года,7.0,Moscow,3.0,157.0,96.0,20.0,4.0,5,Without renovation
1824516,Secondary,Парк культуры,8.0,Moscow,3.0,200.0,38.0,23.2,4.0,7,European-style renovation
811224,Secondary,Трубная,6.0,Moscow,3.0,98.0,60.0,25.0,4.0,4,Designer
640940,Secondary,Краснопресненская,10.0,Moscow,3.0,117.0,74.6,14.5,8.0,8,Designer
271795,Secondary,Отрадное,11.0,Moscow,3.0,58.5,43.0,6.0,9.0,9,Cosmetic
380217,Secondary,Комсомольская,7.0,Moscow,3.0,92.0,76.0,10.0,4.0,6,Cosmetic
263653,Secondary,Бульвар Дмитрия Донского,13.0,Moscow,3.0,106.2,59.0,10.5,13.0,22,European-style renovation
456621,Secondary,Раменки,9.0,Moscow,3.0,109.5,73.0,13.0,15.0,23,European-style renovation
800000,Secondary,Смоленская,8.0,Moscow,3.0,110.0,65.0,12.0,4.0,4,Designer
465517,Secondary,Сухаревская,5.0,Moscow,3.0,116.0,67.0,15.0,3.0,8,European-style renovation
368761,Secondary,Аэропорт,10.0,Moscow,3.0,109.8,56.0,24.0,3.0,3,Designer
517241,Secondary,Беговая,4.0,Moscow,3.0,87.0,42.0,12.0,11.0,32,Designer
413223,Secondary,Шаболовская,14.0,Moscow,3.0,108.9,60.0,20.0,17.0,22,Without renovation
319135,Secondary,Народное Ополчение,14.0,Moscow,3.0,76.3,50.0,10.0,10.0,23,Without renovation
835655,Secondary,Международная,6.0,Moscow,3.0,71.8,45.0,10.0,24.0,77,Designer
494624,Secondary,Крестьянская застава,5.0,Moscow,3.0,93.0,50.0,9.8,7.0,14,Cosmetic
580882,Secondary,Белорусская,4.0,Moscow,3.0,68.0,44.0,14.0,4.0,12,Without renovation
333828,Secondary,Улица Скобелевская,18.0,Moscow,3.0,67.4,36.2,14.0,16.0,26,European-style renovation
574739,Secondary,Парк культуры,7.0,Moscow,3.0,57.4,37.1,9.5,6.0,7,European-style renovation
538816,Secondary,Университет,15.0,Moscow,3.0,76.0,52.0,20.0,2.0,10,Without renovation
387477,Secondary,Молодежная,7.0,Moscow,3.0,110.2,59.8,11.5,38.0,40,Designer
226365,Secondary,Щербинка,11.0,Moscow,3.0,86.1,56.7,11.8,14.0,16,Designer
584507,Secondary,Аминьевская,5.0,Moscow,3.0,71.0,60.0,5.0,14.0,42,Designer
227580,Secondary,Депо,6.0,Moscow,3.0,56.2,37.4,6.0,4.0,9,Cosmetic
377644,Secondary,Ленинский проспект,3.0,Moscow,3.0,66.2,49.0,8.0,10.0,10,Cosmetic
528557,Secondary,Балтийская,12.0,Moscow,3.0,70.0,30.0,25.0,8.0,25,Designer
202808,Secondary,Юго-Восточная,21.0,Moscow,3.0,64.1,43.9,8.0,5.0,16,Without renovation
315534,Secondary,Давыдково,20.0,Moscow,3.0,103.0,54.0,19.0,17.0,30,Without renovation
225791,Secondary,Теплый Стан,19.0,Moscow,3.0,65.1,47.0,8.0,10.0,16,European-style renovation
236264,Secondary,Бескудниково,12.0,Moscow,3.0,72.8,43.8,10.5,1.0,17,European-style renovation
241667,Secondary,Выхино,11.0,Moscow,3.0,60.0,42.0,6.5,10.0,12,Cosmetic
363636,Secondary,Савёловская,7.0,Moscow,3.0,60.5,40.0,8.0,2.0,6,Cosmetic
397059,Secondary,Дмитровская,12.0,Moscow,3.0,68.0,42.0,26.0,30.0,47,European-style renovation
298000,Secondary,Ясенево,23.0,Moscow,3.0,50.0,35.0,6.0,2.0,9,Designer
272727,Secondary,Беломорская,11.0,Moscow,3.0,88.0,56.7,9.7,4.0,19,European-style renovation
2634477,Secondary,Фрунзенская,9.0,Moscow,3.0,173.6,89.9,21.0,2.0,11,Designer
365854,Secondary,Ховрино,3.0,Moscow,3.0,61.5,27.8,15.5,19.0,30,Without renovation
271186,Secondary,Белокаменная,26.0,Moscow,3.0,59.0,32.0,11.5,1.0,5,Cosmetic
282812,Secondary,Свиблово,6.0,Moscow,3.0,64.0,43.0,11.0,3.0,5,European-style renovation
268182,Secondary,Трикотажная,24.0,Moscow,3.0,66.0,21.0,34.0,16.0,25,Without renovation
314910,Secondary,Бульвар Рокоссовского,9.0,Moscow,3.0,77.8,48.6,11.1,5.0,22,Without renovation
316583,Secondary,Новогиреево,4.0,Moscow,3.0,79.6,42.9,9.2,4.0,14,European-style renovation
503324,Secondary,Молодежная,3.0,Moscow,3.0,105.3,54.2,19.4,5.0,30,Designer
328226,Secondary,Говорово,6.0,Moscow,3.0,62.0,40.0,10.0,13.0,17,European-style renovation
519031,Secondary,Беговая,4.0,Moscow,3.0,86.7,60.0,15.0,11.0,32,Designer
261780,Secondary,Бульвар Рокоссовского,23.0,Moscow,3.0,57.3,39.7,5.7,4.0,9,Cosmetic
245946,Secondary,Шипиловская,5.0,Moscow,3.0,74.0,39.5,10.0,2.0,17,European-style renovation
312057,Secondary,Университет,7.0,Moscow,3.0,70.5,43.3,8.6,1.0,9,Cosmetic
296010,Secondary,Народное Ополчение,13.0,Moscow,3.0,77.7,44.5,15.0,20.0,24,European-style renovation
559211,Secondary,Минская,25.0,Moscow,3.0,152.0,79.0,11.9,5.0,9,European-style renovation
272177,Secondary,Кузьминки,9.0,Moscow,3.0,74.4,42.0,10.0,4.0,9,Cosmetic
549275,Secondary,Минская,57.0,Moscow,3.0,69.0,30.0,25.0,3.0,14,Without renovation
229167,Secondary,Пражская,19.0,Moscow,3.0,72.0,48.8,6.9,9.0,16,Without renovation
1028169,Secondary,Охотный ряд,2.0,Moscow,3.0,71.0,36.0,16.0,7.0,8,European-style renovation
284615,Secondary,Чертановская,9.0,Moscow,3.0,117.0,67.2,18.0,8.0,22,European-style renovation
307018,Secondary,Зюзино,7.0,Moscow,3.0,57.0,41.0,7.0,3.0,9,Designer
228346,Secondary,Окская,12.0,Moscow,3.0,63.5,43.0,9.5,1.0,12,European-style renovation
288066,Secondary,Кузьминки,18.0,Moscow,3.0,72.9,44.2,10.2,5.0,23,European-style renovation
275000,Secondary,Беломорская,19.0,Moscow,3.0,60.0,40.0,6.0,5.0,9,European-style renovation
259740,Secondary,Отрадное,13.0,Moscow,3.0,77.0,44.0,10.0,13.0,17,Cosmetic
605000,Secondary,Преображенская площадь,7.0,Moscow,3.0,90.0,56.0,15.0,11.0,13,Without renovation
300279,Secondary,Крылатское,21.0,Moscow,3.0,71.6,42.9,6.0,8.0,17,Without renovation
886322,Secondary,Новослободская,8.0,Moscow,3.0,110.4,57.9,15.8,3.0,13,Designer
759690,Secondary,Университет,7.0,Moscow,3.0,129.0,67.4,17.3,2.0,21,Designer
772727,Secondary,Минская,12.0,Moscow,3.0,110.0,57.7,15.7,13.0,39,Designer
279330,Secondary,Бульвар Рокоссовского,20.0,Moscow,3.0,89.5,40.3,16.0,8.0,23,Designer
350427,Secondary,Достоевская,9.0,Moscow,3.0,58.5,42.9,6.0,2.0,9,Without renovation
460993,Secondary,Парк культуры,8.0,Moscow,3.0,56.4,30.6,6.0,2.0,8,Cosmetic
252526,Secondary,Царицыно,28.0,Moscow,3.0,95.0,50.0,13.0,14.0,15,Without renovation
520000,Secondary,Киевская,14.0,Moscow,3.0,100.0,62.5,9.0,5.0,10,Without renovation
508701,Secondary,Верхние Котлы,9.0,Moscow,3.0,74.7,43.9,10.0,10.0,16,European-style renovation
360656,Secondary,Октябрьская,7.0,Moscow,3.0,61.0,38.0,4.0,6.0,10,Without renovation
776583,Secondary,Парк Победы,10.0,Moscow,3.0,83.7,28.4,31.7,14.0,32,Cosmetic
415000,Secondary,Рабочий Посёлок,19.0,Moscow,3.0,64.0,45.0,15.0,27.0,28,Cosmetic
310833,Secondary,Новые Черемушки,16.0,Moscow,3.0,60.0,40.5,6.0,3.0,9,Cosmetic
263636,Secondary,Ольховая,27.0,Moscow,3.0,55.0,29.5,10.2,20.0,24,Designer
904044,Secondary,Улица 1905 года,10.0,Moscow,3.0,126.1,85.8,6.0,4.0,22,Designer
930443,Secondary,Улица 1905 года,10.0,Moscow,3.0,110.7,57.2,8.9,6.0,22,Designer
218393,Secondary,Рязанский проспект,11.0,Moscow,3.0,64.1,44.1,7.0,9.0,9,Cosmetic
214865,Secondary,Улица Горчакова,6.0,Moscow,3.0,74.0,46.2,10.6,5.0,16,Cosmetic
240901,Secondary,Улица Академика Янгеля,13.0,Moscow,3.0,57.7,31.3,7.0,8.0,9,Without renovation
239635,Secondary,Бибирево,14.0,Moscow,3.0,60.3,30.0,6.0,2.0,9,Cosmetic
187929,Secondary,Некрасовка,15.0,Moscow,3.0,72.9,47.1,8.4,3.0,19,Cosmetic
491551,Secondary,Маяковская,12.0,Moscow,3.0,65.1,45.6,10.3,9.0,9,Cosmetic
750000,Secondary,Шелепиха,12.0,Moscow,3.0,103.0,45.0,40.0,7.0,36,Designer
257038,Secondary,Хорошёвская,10.0,Moscow,3.0,81.7,51.5,21.5,5.0,5,Cosmetic
515192,Secondary,Динамо,9.0,Moscow,3.0,75.7,40.0,5.0,7.0,19,Designer
252266,Secondary,Текстильщики,8.0,Moscow,3.0,66.2,44.0,10.4,9.0,12,European-style renovation
325000,Secondary,Медведково,10.0,Moscow,3.0,80.0,50.0,12.0,16.0,25,European-style renovation
477222,Secondary,Фили,26.0,Moscow,3.0,90.0,56.6,11.0,4.0,28,Without renovation
271619,Secondary,Новопеределкино,8.0,Moscow,3.0,90.2,48.3,18.2,6.0,23,Cosmetic
285507,Secondary,Сокольники,16.0,Moscow,3.0,69.0,48.0,8.0,4.0,6,European-style renovation
288333,Secondary,Преображенская площадь,4.0,Moscow,3.0,60.0,41.5,6.5,8.0,9,Cosmetic
210145,Secondary,Улица Горчакова,30.0,Moscow,3.0,69.0,33.6,17.2,7.0,15,Without renovation
183333,Secondary,Новокосино,36.0,Moscow,3.0,60.0,42.0,6.1,9.0,9,Cosmetic
324965,Secondary,Славянский бульвар,12.0,Moscow,3.0,71.7,48.9,7.1,4.0,19,Cosmetic
407855,Secondary,Динамо,8.0,Moscow,3.0,66.2,40.0,20.9,7.0,6,Without renovation
540000,Secondary,Мичуринский проспект,19.0,Moscow,3.0,75.0,40.1,12.8,17.0,23,European-style renovation
300000,Secondary,Рязанский проспект,10.0,Moscow,3.0,51.0,31.4,6.0,3.0,9,European-style renovation
550847,Secondary,Технопарк,14.0,Moscow,3.0,70.8,47.0,7.1,2.0,15,Without renovation
304054,Secondary,Саларьево,26.0,Moscow,3.0,74.0,39.7,13.5,22.0,22,Designer
376316,Secondary,Бульвар Рокоссовского,15.0,Moscow,3.0,76.0,43.2,15.8,12.0,18,European-style renovation
279054,Secondary,Крымская,7.0,Moscow,3.0,64.5,43.9,9.8,7.0,12,Cosmetic
299355,Secondary,Электрозаводская,17.0,Moscow,3.0,93.0,57.0,18.0,6.0,7,Without renovation
320000,Secondary,Электрозаводская,17.0,Moscow,3.0,62.5,42.0,10.0,6.0,7,Without renovation
342857,Secondary,Пионерская,10.0,Moscow,3.0,70.0,42.0,9.0,7.0,12,European-style renovation
524272,Secondary,Аминьевская,10.0,Moscow,3.0,103.0,47.5,18.6,5.0,25,Without renovation
333333,Secondary,Юго-Западная,7.0,Moscow,3.0,150.0,95.0,20.0,29.0,33,Without renovation
272727,Secondary,Павшино,17.0,Moscow,3.0,88.0,43.1,14.1,3.0,25,European-style renovation
279393,Secondary,Коньково,8.0,Moscow,3.0,62.6,43.0,7.0,8.0,12,Cosmetic
394737,Secondary,Марьина Роща,8.0,Moscow,3.0,57.0,46.0,8.0,3.0,8,Designer
275676,Secondary,Медведково,9.0,Moscow,3.0,55.5,36.0,6.0,8.0,9,Cosmetic
261438,Secondary,Люблино,5.0,Moscow,3.0,61.2,39.5,8.0,4.0,9,European-style renovation
423841,Secondary,Проспект Вернадского,8.0,Moscow,3.0,75.5,45.0,8.8,13.0,17,European-style renovation
400746,Secondary,Измайлово,11.0,Moscow,3.0,107.3,60.0,19.0,18.0,29,European-style renovation
314371,Secondary,Сокол,12.0,Moscow,3.0,66.8,37.6,10.7,1.0,7,European-style renovation
330435,Secondary,Варшавская,10.0,Moscow,3.0,69.0,37.0,8.0,4.0,23,European-style renovation
334483,Secondary,Тестовская,12.0,Moscow,3.0,58.0,42.0,7.0,8.0,9,Cosmetic
258760,Secondary,Сетунь,20.0,Moscow,3.0,74.2,45.6,10.0,1.0,17,Designer
243555,Secondary,Коптево,22.0,Moscow,3.0,73.7,44.8,10.0,17.0,17,Cosmetic
455882,Secondary,Ломоносовский проспект,6.0,Moscow,3.0,68.0,49.3,8.0,4.0,8,European-style renovation
471002,Secondary,Университет,9.0,Moscow,3.0,82.8,56.3,9.0,5.0,10,European-style renovation
272727,Secondary,Тропарево,29.0,Moscow,3.0,60.5,42.0,7.0,2.0,12,European-style renovation
240260,Secondary,Бибирево,19.0,Moscow,3.0,61.6,39.6,7.7,12.0,12,European-style renovation
369416,Secondary,Шаболовская,9.0,Moscow,3.0,58.2,43.2,7.0,3.0,5,European-style renovation
389706,Secondary,Марьина Роща,14.0,Moscow,3.0,68.0,44.0,8.7,5.0,16,European-style renovation
223140,Secondary,Братиславская,15.0,Moscow,3.0,60.5,38.7,8.3,4.0,5,Without renovation
430769,Secondary,Фили,13.0,Moscow,3.0,65.0,35.0,20.0,9.0,16,European-style renovation
267857,Secondary,Сетунь,27.0,Moscow,3.0,61.6,38.7,8.2,10.0,12,European-style renovation
723684,Secondary,Тверская,8.0,Moscow,3.0,76.0,45.0,12.0,2.0,5,Cosmetic
430233,Secondary,Угрешская,8.0,Moscow,3.0,86.0,54.0,15.0,8.0,30,Designer
300000,Secondary,Перово,8.0,Moscow,3.0,90.0,60.0,15.0,3.0,6,European-style renovation
575000,Secondary,Третьяковская,2.0,Moscow,3.0,120.0,62.8,16.6,3.0,5,Cosmetic
1112360,Secondary,Фрунзенская,7.0,Moscow,3.0,89.0,47.1,15.0,6.0,12,Designer
390244,Secondary,Панфиловская,11.0,Moscow,3.0,82.0,53.0,9.0,3.0,8,European-style renovation
408472,Secondary,Мичуринский проспект,13.0,Moscow,3.0,66.1,44.2,4.4,5.0,20,Without renovation
265849,Secondary,Шипиловская,11.0,Moscow,3.0,48.9,34.5,5.9,6.0,9,Cosmetic
338554,Secondary,Стахановская,6.0,Moscow,3.0,83.0,40.0,21.0,12.0,15,European-style renovation
186916,Secondary,Беляево,15.0,Moscow,3.0,85.6,54.0,9.8,3.0,25,Without renovation
1000000,Secondary,Шаболовская,13.0,Moscow,3.0,110.0,60.0,12.0,15.0,18,Designer
280811,Secondary,Гражданская,12.0,Moscow,3.0,64.1,43.4,9.7,1.0,14,Without renovation
263815,Secondary,Филатов Луг,15.0,Moscow,3.0,56.1,24.7,4.0,3.0,14,Cosmetic
262000,Secondary,Бабушкинская,12.0,Moscow,3.0,50.0,40.0,6.0,8.0,9,European-style renovation
249937,Secondary,Гражданская,17.0,Moscow,3.0,79.9,51.8,9.0,5.0,5,Cosmetic
745069,Secondary,Минская,1.0,Moscow,3.0,136.9,71.3,18.0,8.0,12,Without renovation
265646,Secondary,Народное Ополчение,11.0,Moscow,3.0,75.1,46.1,10.2,4.0,16,Cosmetic
239198,Secondary,Дегунино,14.0,Moscow,3.0,64.8,45.7,6.6,9.0,12,Cosmetic
404837,Secondary,Терехово,10.0,Moscow,3.0,95.1,62.3,21.3,6.0,13,Without renovation
1444350,Secondary,Арбатская,7.0,Moscow,3.0,117.7,56.2,22.0,4.0,8,Designer
450000,Secondary,Шаболовская,13.0,Moscow,3.0,159.9,83.0,10.0,22.0,22,Designer
450000,Secondary,Шаболовская,13.0,Moscow,3.0,127.6,66.6,10.0,22.0,22,Without renovation
450000,Secondary,Шаболовская,13.0,Moscow,3.0,138.8,72.3,10.0,18.0,22,Without renovation
2724796,Secondary,Кропоткинская,6.0,Moscow,3.0,146.8,76.3,15.0,2.0,7,Designer
388732,Secondary,Профсоюзная,13.0,Moscow,3.0,177.5,91.9,28.2,6.0,20,Without renovation
580556,Secondary,Динамо,9.0,Moscow,3.0,72.0,38.5,10.0,11.0,19,Designer
728883,Secondary,Улица 1905 года,14.0,Moscow,3.0,73.4,39.2,9.0,5.0,7,Designer
308929,Secondary,Водный стадион,5.0,Moscow,3.0,56.0,40.0,6.0,4.0,5,Cosmetic
337209,Secondary,Фонвизинская,9.0,Moscow,3.0,86.0,49.0,12.0,4.0,17,Cosmetic
294906,Secondary,Бескудниково,9.0,Moscow,3.0,74.6,51.2,9.2,5.0,15,Designer
243860,Secondary,Новогиреево,21.0,Moscow,3.0,57.0,41.0,6.0,4.0,9,Without renovation
324239,Secondary,Фонвизинская,12.0,Moscow,3.0,78.8,42.0,13.0,3.0,17,Cosmetic
301291,Secondary,Тропарево,7.0,Moscow,3.0,69.7,37.4,12.4,1.0,17,Designer
225676,Secondary,Яхромская,21.0,Moscow,3.0,74.0,45.0,9.0,1.0,14,Cosmetic
512948,Secondary,Раменки,9.0,Moscow,3.0,100.4,53.6,20.5,7.0,28,Without renovation
378788,Secondary,Проспект Мира,12.0,Moscow,3.0,125.4,62.0,15.0,1.0,10,Cosmetic
1208406,Secondary,Улица 1905 года,16.0,Moscow,3.0,114.2,61.6,15.6,3.0,10,Designer
566667,Secondary,Молодежная,7.0,Moscow,3.0,90.0,50.0,14.1,17.0,28,Designer
227451,Secondary,Отрадное,22.0,Moscow,3.0,76.5,42.8,9.0,11.0,22,Cosmetic
266154,Secondary,Стрешнево,16.0,Moscow,3.0,65.0,40.0,10.0,5.0,22,Without renovation
561404,Secondary,Дмитровская,6.0,Moscow,3.0,57.0,31.0,11.4,22.0,58,Designer
319010,Secondary,Фонвизинская,8.0,Moscow,3.0,76.8,53.0,13.0,12.0,17,Cosmetic
523430,Secondary,Раменки,9.0,Moscow,3.0,100.3,54.3,20.6,10.0,28,Without renovation
301129,Secondary,Электрозаводская,15.0,Moscow,3.0,79.7,55.0,6.6,3.0,12,European-style renovation
198333,Secondary,Выхино,23.0,Moscow,3.0,60.0,43.1,6.0,9.0,9,Without renovation
230171,Secondary,Курьяново,12.0,Moscow,3.0,64.3,45.4,6.7,3.0,12,Cosmetic
567376,Secondary,Ломоносовский проспект,19.0,Moscow,3.0,141.0,78.0,15.0,8.0,17,Designer
255503,Secondary,Ольховая,20.0,Moscow,3.0,127.2,64.6,22.3,5.0,8,Designer
242478,Secondary,Теплый Стан,26.0,Moscow,3.0,56.5,37.5,6.1,8.0,9,Cosmetic
394366,Secondary,Шелепиха,13.0,Moscow,3.0,71.0,42.1,16.5,13.0,53,Without renovation
1075269,Secondary,Университет,5.0,Moscow,3.0,186.0,96.2,22.0,2.0,19,Designer
264103,Secondary,Саларьево,27.0,Moscow,3.0,78.0,46.0,10.0,12.0,24,Without renovation
690000,Secondary,Достоевская,7.0,Moscow,3.0,139.5,72.7,18.2,19.0,24,Designer
345455,Secondary,Молодежная,16.0,Moscow,3.0,110.0,56.0,19.4,19.0,23,Designer
